"Picked","RadiusAverageRMS","AxisRatio","Compactness","TotalArea"
"False",0.171,0.323,0.492,0.082
"False",0.182,0.782,0.858,0.096
"False",0.202,0.342,0.486,0.107
"False",0.126,0.496,0.748,0.04
"False",0.161,0.64,0.838,0.075
"False",0.159,0.861,0.873,0.073
"False",0.244,0.856,0.868,0.177
"False",0.262,0.747,0.818,0.205
"False",0.205,0.847,0.877,0.124
"False",0.412,0.054,0.116,0.076
"False",0.105,0.451,0.678,0.025
"False",0.225,0.099,0.216,0.043
"False",0.25,0.055,0.166,0.043
"False",0.835,0.025,0.113,0.359
"False",0.204,0.136,0.476,0.088
"False",0.124,0.512,0.747,0.042
"False",0.155,0.169,0.262,0.027
"False",0.287,0.066,0.332,0.144
"False",0.892,0.042,0.132,0.451
"False",0.098,0.351,0.629,0.023
"False",0.143,0.122,0.394,0.035
"False",0.169,0.165,0.43,0.051
"False",0.757,0.048,0.147,0.382
"False",0.208,0.146,0.361,0.065
"False",0.134,0.149,0.365,0.027
"False",0.913,0.027,0.098,0.355
"False",0.166,0.358,0.692,0.077
"False",0.164,0.793,0.817,0.077
"False",0.168,0.144,0.384,0.042
"False",0.53,0.04,0.091,0.111
"False",0.181,0.858,0.858,0.096
"False",0.114,0.794,0.86,0.037
"False",0.804,0.035,0.123,0.366
"False",0.12,0.454,0.659,0.034
"False",0.099,0.417,0.65,0.024
"False",0.11,0.381,0.674,0.031
"False",0.137,0.391,0.658,0.047
"False",0.109,0.535,0.745,0.029
"False",0.43,0.262,0.17,0.23
"False",0.087,0.611,0.736,0.02
"False",0.392,0.067,0.153,0.102
"False",0.754,0.022,0.126,0.336
"False",0.325,0.76,0.852,0.317
"False",0.181,0.215,0.442,0.072
"False",0.217,0.527,0.763,0.128
"False",0.153,0.726,0.847,0.068
"False",0.083,0.729,0.829,0.018
"False",0.176,0.876,0.883,0.091
"False",0.258,0.301,0.226,0.079
"False",0.159,0.258,0.401,0.052
"False",0.156,0.346,0.504,0.055
"False",0.191,0.147,0.291,0.04
"False",0.316,0.057,0.114,0.043
"False",0.196,0.1,0.174,0.026
"False",0.196,0.835,0.865,0.112
"False",0.185,0.839,0.858,0.101
"False",0.086,0.523,0.767,0.019
"False",0.127,0.222,0.455,0.029
"False",0.098,0.518,0.74,0.025
"False",0.094,0.877,0.857,0.025
"False",0.107,0.181,0.378,0.018
"False",0.277,0.1,0.183,0.061
"False",0.133,0.205,0.402,0.029
"False",0.103,0.394,0.642,0.025
"False",0.329,0.063,0.184,0.089
"False",0.136,0.587,0.803,0.051
"False",0.132,0.151,0.415,0.03
"False",0.149,0.831,0.875,0.065
"False",0.213,0.708,0.809,0.133
"False",0.19,0.13,0.215,0.035
"False",0.095,0.383,0.608,0.019
"False",0.17,0.111,0.284,0.034
"False",0.352,0.062,0.167,0.089
"False",0.259,0.271,0.201,0.076
"False",0.095,0.35,0.608,0.019
"False",0.133,0.238,0.465,0.029
"False",0.168,0.87,0.849,0.082
"False",0.333,0.148,0.187,0.116
"False",0.104,0.441,0.719,0.027
"False",0.227,0.095,0.23,0.049
"False",0.564,0.087,0.161,0.223
"False",0.131,0.201,0.36,0.027
"False",0.114,0.687,0.792,0.036
"False",0.231,0.086,0.216,0.051
"False",0.141,0.136,0.24,0.018
"False",0.538,0.049,0.132,0.153
"False",0.102,0.3,0.506,0.021
"False",0.287,0.048,0.201,0.073
"False",0.149,0.815,0.853,0.064
"False",0.199,0.796,0.867,0.116
"False",0.099,0.237,0.344,0.014
"False",0.117,0.183,0.325,0.018
"False",0.185,0.096,0.208,0.031
"False",0.2,0.151,0.506,0.088
"False",0.096,0.769,0.838,0.025
"False",0.149,0.783,0.835,0.065
"False",0.124,0.44,0.692,0.04
"False",0.127,0.635,0.785,0.045
"False",0.269,0.246,0.273,0.125
"False",0.151,0.75,0.827,0.066
"False",0.206,0.853,0.868,0.124
"False",0.173,0.841,0.878,0.088
"False",0.115,0.246,0.53,0.025
"False",0.156,0.146,0.354,0.035
"False",0.22,0.808,0.87,0.143
"False",0.089,0.716,0.809,0.021
"False",0.209,0.177,0.346,0.058
"False",0.087,0.619,0.779,0.02
"False",0.192,0.806,0.883,0.108
"False",0.183,0.129,0.352,0.049
"False",0.122,0.16,0.467,0.03
"False",0.194,0.1,0.275,0.052
"False",0.715,0.027,0.06,0.136
"False",0.266,0.077,0.222,0.069
"False",0.15,0.843,0.886,0.065
"False",0.175,0.778,0.834,0.089
"False",0.147,0.837,0.873,0.062
"False",0.087,0.284,0.526,0.014
"False",0.16,0.224,0.341,0.043
"False",0.236,0.069,0.163,0.039
"False",0.26,0.123,0.266,0.076
"False",0.095,0.386,0.671,0.021
"False",0.106,0.303,0.484,0.022
"False",0.09,0.416,0.594,0.021
"False",0.114,0.149,0.346,0.028
"False",0.159,0.119,0.313,0.036
"False",0.195,0.113,0.303,0.047
"False",0.179,0.842,0.844,0.094
"False",0.269,0.055,0.236,0.075
"False",0.086,0.3,0.536,0.015
"False",0.173,0.823,0.853,0.088
"False",0.097,0.244,0.383,0.024
"False",0.11,0.307,0.597,0.029
"False",0.218,0.105,0.248,0.049
"False",0.086,0.281,0.589,0.017
"False",0.098,0.17,0.412,0.016
"False",0.174,0.201,0.366,0.045
"False",0.281,0.064,0.207,0.072
"False",0.117,0.84,0.862,0.038
"False",0.294,0.091,0.242,0.098
"False",0.122,0.179,0.474,0.029
"False",0.301,0.122,0.416,0.163
"False",0.262,0.174,0.508,0.139
"False",0.277,0.093,0.216,0.081
"False",0.101,0.767,0.832,0.028
"False",0.663,0.04,0.099,0.176
"False",0.093,0.419,0.604,0.022
"False",0.197,0.849,0.877,0.114
"False",0.203,0.159,0.247,0.055
"False",0.169,0.203,0.397,0.045
"False",0.15,0.254,0.511,0.047
"False",0.103,0.241,0.475,0.021
"False",0.135,0.161,0.352,0.031
"False",0.166,0.178,0.336,0.039
"False",0.122,0.611,0.759,0.042
"False",0.182,0.858,0.864,0.096
"False",0.098,0.315,0.596,0.022
"False",0.183,0.817,0.895,0.099
"False",0.104,0.242,0.581,0.024
"False",0.444,0.143,0.181,0.218
"False",0.263,0.073,0.249,0.079
"False",0.224,0.123,0.287,0.072
"False",0.088,0.324,0.563,0.016
"False",0.315,0.095,0.186,0.149
"False",0.12,0.761,0.856,0.041
"False",0.1,0.434,0.682,0.024
"False",0.317,0.062,0.34,0.166
"False",0.188,0.803,0.862,0.102
"False",0.136,0.246,0.5,0.037
"False",0.107,0.652,0.804,0.032
"False",0.183,0.834,0.871,0.097
"False",0.141,0.13,0.353,0.028
"False",0.122,0.791,0.852,0.042
"False",0.224,0.143,0.305,0.061
"False",0.087,0.342,0.629,0.018
"False",0.088,0.397,0.708,0.019
"False",0.085,0.254,0.547,0.017
"False",0.095,0.19,0.42,0.016
"False",0.089,0.406,0.629,0.018
"False",0.18,0.321,0.676,0.088
"False",0.226,0.535,0.745,0.142
"False",0.108,0.582,0.752,0.032
"False",0.14,0.109,0.415,0.037
"False",0.28,0.1,0.213,0.069
"False",0.116,0.46,0.698,0.034
"False",0.197,0.157,0.304,0.058
"False",0.188,0.831,0.884,0.104
"False",0.178,0.785,0.863,0.092
"False",0.129,0.624,0.745,0.045
"False",0.148,0.286,0.558,0.047
"False",0.171,0.854,0.873,0.085
"False",0.125,0.582,0.761,0.042
"False",0.178,0.827,0.87,0.093
"False",0.137,0.619,0.786,0.052
"False",0.326,0.098,0.167,0.081
"False",0.104,0.2,0.409,0.017
"False",0.173,0.841,0.878,0.088
"False",0.123,0.215,0.423,0.025
"False",0.098,0.204,0.471,0.018
"False",0.183,0.802,0.871,0.097
"False",0.178,0.848,0.88,0.092
"False",0.098,0.212,0.344,0.014
"False",0.122,0.439,0.678,0.038
"False",0.127,0.425,0.636,0.035
"False",0.097,0.212,0.387,0.015
"False",0.208,0.135,0.292,0.054
"False",0.252,0.059,0.206,0.059
"False",0.223,0.084,0.229,0.049
"False",0.131,0.15,0.264,0.019
"False",0.154,0.207,0.466,0.044
"False",0.092,0.409,0.55,0.019
"False",0.21,0.876,0.873,0.131
"False",0.144,0.141,0.233,0.021
"False",0.099,0.426,0.617,0.023
"False",0.097,0.489,0.732,0.024
"False",0.18,0.819,0.867,0.096
"False",0.298,0.769,0.837,0.267
"False",0.198,0.853,0.883,0.115
"False",0.842,0.046,0.108,0.327
"False",0.24,0.105,0.289,0.069
"False",0.923,0.04,0.113,0.432
"False",0.112,0.311,0.573,0.029
"False",0.17,0.142,0.262,0.031
"False",0.145,0.174,0.392,0.037
"False",0.125,0.796,0.862,0.045
"False",0.219,0.078,0.234,0.049
"False",0.188,0.845,0.868,0.103
"False",0.173,0.099,0.233,0.037
"False",0.246,0.5,0.411,0.177
"False",0.104,0.326,0.569,0.022
"False",0.175,0.228,0.455,0.055
"False",0.317,0.114,0.369,0.177
"False",0.115,0.19,0.407,0.029
"False",0.152,0.148,0.342,0.046
"False",0.223,0.09,0.223,0.047
"False",0.328,0.106,0.306,0.129
"False",0.192,0.11,0.257,0.04
"False",0.102,0.656,0.792,0.028
"False",0.138,0.809,0.851,0.054
"False",0.174,0.178,0.428,0.05
"False",0.118,0.238,0.45,0.029
"False",0.106,0.362,0.528,0.023
"False",0.126,0.73,0.829,0.045
"False",0.122,0.211,0.449,0.027
"False",0.182,0.859,0.864,0.096
"False",0.16,0.126,0.329,0.035
"False",0.085,0.312,0.594,0.016
"False",0.333,0.362,0.163,0.193
"False",0.133,0.43,0.681,0.047
"False",0.22,0.866,0.898,0.143
"False",0.259,0.181,0.488,0.176
"False",0.189,0.869,0.891,0.105
"False",0.106,0.791,0.859,0.032
"False",0.165,0.28,0.553,0.062
"False",0.176,0.326,0.567,0.075
"False",0.332,0.068,0.176,0.084
"False",0.133,0.541,0.714,0.049
"False",0.179,0.847,0.86,0.093
"False",0.498,0.044,0.159,0.169
"False",0.141,0.109,0.345,0.032
"False",0.195,0.843,0.891,0.112
"False",0.449,0.045,0.11,0.104
"False",0.121,0.122,0.415,0.03
"False",0.137,0.764,0.809,0.054
"False",0.224,0.661,0.824,0.146
"False",0.122,0.291,0.532,0.029
"False",0.726,0.068,0.178,0.425
"False",0.197,0.138,0.251,0.043
"False",0.128,0.459,0.681,0.042
"False",0.102,0.257,0.42,0.018
"False",0.223,0.124,0.405,0.12
"False",0.143,0.272,0.494,0.04
"False",0.351,0.13,0.274,0.163
"False",0.316,0.047,0.308,0.183
"False",0.092,0.192,0.356,0.013
"False",0.332,0.094,0.314,0.157
"False",0.117,0.782,0.842,0.039
"False",0.17,0.765,0.858,0.085
"False",0.187,0.849,0.871,0.102
"False",0.183,0.088,0.225,0.032
"False",0.126,0.281,0.502,0.035
"False",0.363,0.056,0.12,0.066
"False",0.089,0.341,0.533,0.016
"False",0.101,0.371,0.62,0.024
"False",0.115,0.17,0.314,0.023
"False",0.122,0.138,0.272,0.017
"False",0.133,0.363,0.601,0.04
"False",0.199,0.796,0.867,0.116
"False",0.212,0.084,0.157,0.031
"False",0.398,0.07,0.145,0.126
"False",0.137,0.134,0.35,0.027
"False",0.137,0.272,0.517,0.036
"False",0.505,0.093,0.219,0.259
"False",0.105,0.434,0.674,0.028
"False",0.093,0.38,0.597,0.018
"False",0.172,0.879,0.889,0.086
"False",0.112,0.338,0.524,0.025
"False",0.107,0.227,0.404,0.025
"False",0.106,0.303,0.623,0.029
"False",0.083,0.605,0.736,0.018
"False",0.106,0.197,0.387,0.017
"False",0.135,0.313,0.545,0.041
"False",0.18,0.125,0.326,0.048
"False",0.087,0.248,0.55,0.016
"False",0.135,0.143,0.361,0.029
"False",0.126,0.791,0.848,0.045
"False",0.181,0.112,0.259,0.037
"False",0.092,0.372,0.547,0.017
"False",0.091,0.237,0.387,0.017
"False",0.114,0.291,0.509,0.026
"False",0.125,0.201,0.396,0.027
"False",0.093,0.279,0.566,0.021
"False",0.106,0.205,0.438,0.02
"False",0.103,0.541,0.706,0.029
"False",0.083,0.513,0.726,0.016
"False",0.091,0.317,0.597,0.018
"False",0.12,0.201,0.36,0.019
"False",0.099,0.637,0.711,0.025
"False",0.233,0.087,0.243,0.057
"False",0.168,0.784,0.841,0.082
"False",0.164,0.176,0.367,0.035
"False",0.113,0.313,0.629,0.029
"False",0.256,0.289,0.319,0.203
"False",0.186,0.864,0.882,0.101
"False",0.146,0.318,0.636,0.052
"False",0.211,0.776,0.872,0.133
"False",0.223,0.133,0.283,0.059
"False",0.341,0.21,0.493,0.242
"False",0.204,0.071,0.201,0.035
"False",0.264,0.192,0.46,0.128
"False",0.135,0.209,0.446,0.032
"False",0.102,0.481,0.726,0.025
"False",0.172,0.108,0.198,0.025
"False",0.09,0.374,0.629,0.018
"False",0.209,0.833,0.858,0.129
"False",0.261,0.196,0.259,0.147
"False",0.179,0.705,0.837,0.093
"False",0.198,0.15,0.331,0.053
"False",0.194,0.269,0.609,0.112
"False",0.151,0.122,0.355,0.035
"False",0.106,0.752,0.838,0.031
"False",0.31,0.078,0.207,0.08
"False",0.117,0.706,0.821,0.039
"False",0.34,0.071,0.215,0.102
"False",0.115,0.219,0.454,0.023
"False",0.139,0.191,0.461,0.036
"False",0.144,0.141,0.366,0.031
"False",0.086,0.608,0.708,0.019
"False",0.098,0.215,0.44,0.019
"False",0.144,0.164,0.474,0.045
"False",0.088,0.55,0.736,0.02
"False",0.134,0.178,0.513,0.042
"False",0.084,0.635,0.781,0.018
"False",0.21,0.828,0.855,0.129
"False",0.213,0.829,0.845,0.134
"False",0.143,0.812,0.872,0.059
"False",0.092,0.394,0.637,0.021
"False",0.211,0.769,0.868,0.13
"False",0.506,0.056,0.183,0.202
"False",0.326,0.19,0.518,0.232
"False",0.321,0.233,0.526,0.222
"True",0.385,0.889,0.865,0.45
"False",0.252,0.087,0.187,0.049
"False",0.202,0.928,0.902,0.12
"False",0.623,0.027,0.088,0.14
"False",0.119,0.704,0.839,0.04
"False",0.146,0.093,0.229,0.018
"False",0.178,0.137,0.253,0.035
"False",0.091,0.227,0.359,0.012
"False",0.192,0.841,0.868,0.107
"False",0.176,0.262,0.316,0.088
"False",0.125,0.73,0.834,0.044
"False",0.102,0.576,0.748,0.026
"False",0.196,0.807,0.85,0.113
"False",0.216,0.85,0.887,0.139
"False",0.172,0.118,0.22,0.028
"False",0.097,0.138,0.367,0.013
"False",0.102,0.232,0.403,0.015
"False",0.19,0.82,0.871,0.106
"False",0.169,0.86,0.894,0.083
"False",0.095,0.428,0.601,0.02
"False",0.103,0.264,0.466,0.02
"False",0.185,0.802,0.868,0.101
"False",0.127,0.173,0.31,0.018
"False",0.118,0.812,0.859,0.039
"False",0.183,0.773,0.855,0.098
"False",0.139,0.163,0.337,0.031
"False",0.113,0.281,0.502,0.025
"False",0.087,0.836,0.825,0.02
"False",0.103,0.263,0.52,0.022
"False",0.089,0.435,0.629,0.018
"False",0.341,0.185,0.484,0.237
"False",0.139,0.26,0.552,0.042
"False",0.279,0.224,0.495,0.152
"False",0.513,0.028,0.119,0.129
"False",0.147,0.674,0.812,0.061
"False",0.158,0.769,0.855,0.072
"False",0.147,0.35,0.496,0.053
"False",0.249,0.156,0.439,0.122
"False",0.235,0.068,0.237,0.102
"False",0.322,0.745,0.854,0.31
"False",0.301,0.067,0.197,0.07
"False",0.167,0.503,0.651,0.079
"False",0.147,0.245,0.503,0.045
"False",0.17,0.23,0.538,0.061
"False",0.39,0.819,0.849,0.463
"False",0.149,0.165,0.288,0.045
"False",0.142,0.329,0.512,0.042
"False",0.563,0.055,0.154,0.201
"False",0.384,0.276,0.582,0.354
"False",0.213,0.846,0.863,0.136
"False",0.145,0.225,0.476,0.036
"False",0.2,0.756,0.835,0.119
"False",0.223,0.763,0.856,0.149
"False",0.224,0.811,0.861,0.149
"False",0.216,0.118,0.272,0.08
"True",0.23,0.831,0.882,0.158
"False",0.145,0.824,0.852,0.061
"False",0.206,0.781,0.859,0.126
"False",0.214,0.839,0.876,0.136
"True",0.165,0.813,0.871,0.08
"False",0.197,0.699,0.828,0.115
"False",0.164,0.12,0.235,0.026
"False",0.31,0.808,0.835,0.288
"False",0.395,0.67,0.814,0.46
"False",0.212,0.801,0.846,0.135
"False",0.259,0.277,0.562,0.152
"False",0.399,0.29,0.592,0.386
"False",0.154,0.718,0.835,0.068
"False",0.214,0.763,0.876,0.136
"False",0.216,0.865,0.867,0.139
"False",0.21,0.09,0.163,0.026
"False",0.216,0.758,0.843,0.139
"False",0.197,0.801,0.863,0.116
"False",0.178,0.745,0.873,0.094
"True",0.234,0.821,0.87,0.164
"False",0.224,0.757,0.847,0.15
"True",0.217,0.807,0.857,0.141
"False",0.187,0.782,0.826,0.104
"False",0.149,0.274,0.309,0.052
"False",0.143,0.44,0.661,0.055
"False",0.18,0.771,0.837,0.096
"True",0.219,0.833,0.871,0.143
"False",0.164,0.248,0.523,0.056
"False",0.174,0.278,0.6,0.072
"False",0.384,0.25,0.584,0.357
"False",0.377,0.846,0.879,0.428
"False",0.216,0.112,0.181,0.035
"False",0.183,0.092,0.248,0.056
"False",0.155,0.174,0.479,0.049
"False",0.291,0.114,0.252,0.123
"False",0.269,0.108,0.383,0.139
"False",0.139,0.172,0.41,0.034
"False",0.18,0.593,0.733,0.093
"False",0.159,0.116,0.35,0.046
"False",0.179,0.179,0.263,0.086
"False",0.159,0.232,0.462,0.051
"False",0.182,0.43,0.59,0.079
"False",0.357,0.288,0.602,0.309
"False",0.304,0.229,0.489,0.2
"False",0.303,0.139,0.318,0.149
"False",0.242,0.174,0.349,0.09
"False",0.244,0.171,0.356,0.091
"False",0.153,0.183,0.273,0.038
"False",0.139,0.347,0.466,0.044
"False",0.2,0.135,0.264,0.046
"True",0.193,0.808,0.85,0.111
"True",0.28,0.869,0.894,0.237
"False",0.197,0.176,0.243,0.067
"False",0.178,0.303,0.453,0.076
"True",0.199,0.815,0.864,0.119
"False",0.22,0.811,0.861,0.145
"False",0.18,0.222,0.336,0.068
"False",0.153,0.117,0.298,0.029
"False",0.255,0.144,0.366,0.111
"False",0.212,0.774,0.842,0.134
"False",0.164,0.82,0.881,0.079
"False",0.391,0.763,0.827,0.459
"False",0.146,0.357,0.605,0.054
"False",0.407,0.147,0.489,0.404
"False",0.17,0.779,0.876,0.086
"False",0.158,0.274,0.272,0.041
"True",0.16,0.856,0.883,0.074
"False",0.167,0.782,0.87,0.082
"False",0.203,0.743,0.848,0.122
"True",0.176,0.827,0.859,0.091
"False",0.201,0.779,0.832,0.119
"False",0.471,0.19,0.245,0.525
"False",0.65,0.089,0.258,0.461
"False",1.107,0.018,0.12,0.623
"False",0.14,0.21,0.41,0.035
"True",0.204,0.835,0.864,0.124
"False",0.239,0.738,0.839,0.172
"True",0.198,0.815,0.831,0.116
"False",0.424,0.058,0.48,0.469
"False",0.217,0.314,0.607,0.112
"True",0.198,0.843,0.86,0.116
"False",0.171,0.759,0.838,0.086
"False",0.203,0.796,0.862,0.122
"False",0.169,0.753,0.833,0.085
"False",0.183,0.767,0.857,0.099
"False",0.229,0.796,0.834,0.157
"True",0.209,0.854,0.856,0.13
"True",0.203,0.847,0.833,0.122
"False",0.236,0.54,0.766,0.159
"False",0.356,0.049,0.374,0.32
"False",0.495,0.114,0.301,0.314
"False",1.092,0.029,0.126,0.645
"True",0.319,0.887,0.889,0.307
"False",0.248,0.094,0.179,0.043
"False",0.188,0.663,0.797,0.104
"False",0.201,0.795,0.851,0.121
"False",0.155,0.147,0.362,0.048
"False",0.273,0.298,0.616,0.194
"False",0.183,0.759,0.832,0.099
"False",0.217,0.794,0.852,0.14
"False",0.141,0.212,0.482,0.052
"False",0.277,0.256,0.572,0.192
"True",0.25,0.866,0.896,0.189
"False",0.328,0.203,0.483,0.239
"True",0.232,0.826,0.88,0.161
"False",0.223,0.519,0.688,0.134
"False",0.265,0.797,0.868,0.21
"True",0.193,0.834,0.841,0.111
"False",0.319,0.839,0.875,0.307
"False",0.198,0.771,0.839,0.116
"False",0.205,0.835,0.87,0.125
"False",0.139,0.139,0.233,0.019
"False",0.164,0.727,0.855,0.079
"False",0.139,0.139,0.233,0.019
"False",0.243,0.141,0.342,0.109
"False",0.266,0.073,0.133,0.041
"False",0.409,0.035,0.098,0.075
"False",0.166,0.762,0.854,0.081
"False",0.272,0.081,0.135,0.054
"False",0.553,0.027,0.081,0.109
"False",0.216,0.867,0.867,0.139
"False",0.458,0.036,0.078,0.072
"False",0.144,0.166,0.242,0.022
"False",0.594,0.032,0.058,0.09
"False",0.21,0.057,0.157,0.03
"False",0.159,0.094,0.212,0.023
"False",0.233,0.085,0.166,0.039
"False",0.228,0.087,0.15,0.034
"False",0.381,0.063,0.157,0.101
"True",0.221,0.846,0.862,0.146
"False",0.368,0.83,0.854,0.408
"False",0.156,0.138,0.308,0.034
"False",0.202,0.104,0.2,0.035
"False",0.188,0.791,0.861,0.106
"False",0.268,0.085,0.203,0.068
"False",0.202,0.087,0.213,0.037
"False",0.5,0.059,0.13,0.146
"True",0.223,0.813,0.876,0.149
"False",0.248,0.143,0.256,0.066
"False",0.747,0.021,0.048,0.119
"False",0.159,0.127,0.311,0.048
"False",0.358,0.076,0.172,0.114
"False",0.432,0.05,0.081,0.067
"False",0.207,0.083,0.161,0.03
"False",0.504,0.033,0.071,0.08
"False",0.257,0.166,0.397,0.112
"False",0.144,0.132,0.242,0.022
"False",0.186,0.783,0.858,0.102
"False",0.396,0.043,0.423,0.432
"False",0.141,0.346,0.58,0.052
"False",0.148,0.208,0.433,0.039
"False",0.413,0.05,0.1,0.075
"False",0.212,0.852,0.877,0.133
"False",0.208,0.124,0.21,0.039
"False",0.175,0.805,0.876,0.09
"False",0.245,0.862,0.862,0.179
"False",0.179,0.719,0.815,0.095
"False",0.175,0.114,0.199,0.026
"False",0.188,0.77,0.854,0.105
"False",0.188,0.778,0.861,0.106
"True",0.25,0.884,0.867,0.188
"False",0.217,0.778,0.84,0.139
"True",0.208,0.857,0.851,0.129
"False",0.206,0.105,0.193,0.031
"False",0.221,0.08,0.177,0.033
"False",0.235,0.086,0.183,0.044
"False",0.193,0.759,0.829,0.111
"False",0.191,0.784,0.863,0.109
"False",0.196,0.727,0.852,0.114
"False",0.235,0.853,0.845,0.164
"False",0.222,0.089,0.164,0.03
"False",0.189,0.779,0.851,0.106
"False",0.202,0.749,0.828,0.122
"False",0.443,0.04,0.09,0.077
"False",0.512,0.05,0.131,0.143
"False",0.307,0.117,0.259,0.105
"True",0.293,0.81,0.87,0.257
"False",0.141,0.212,0.41,0.035
"False",0.19,0.689,0.838,0.106
"True",0.279,0.873,0.901,0.234
"False",0.203,0.79,0.833,0.122
"False",0.435,0.095,0.463,0.442
"True",0.214,0.817,0.876,0.136
"True",0.205,0.826,0.846,0.126
"False",0.187,0.231,0.251,0.043
"False",0.174,0.79,0.879,0.089
"False",0.443,0.276,0.274,0.497
"False",1.18,0.045,0.138,0.85
"False",0.14,0.297,0.635,0.051
"True",0.251,0.855,0.888,0.189
"False",0.236,0.855,0.879,0.166
"False",0.17,0.779,0.876,0.086
"False",0.182,0.812,0.874,0.098
"False",0.164,0.193,0.415,0.047
"False",0.176,0.695,0.835,0.091
"False",0.228,0.854,0.869,0.156
"False",1.195,0.027,0.136,0.894
"False",0.181,0.698,0.837,0.095
"False",0.161,0.734,0.866,0.076
"False",0.205,0.138,0.336,0.053
"True",0.245,0.874,0.887,0.179
"False",0.172,0.787,0.856,0.087
"False",0.172,0.769,0.856,0.087
"True",0.215,0.816,0.838,0.138
"False",0.183,0.74,0.851,0.098
"False",0.182,0.771,0.851,0.098
"False",0.184,0.74,0.838,0.1
"False",0.172,0.46,0.705,0.079
"False",0.151,0.461,0.722,0.062
"False",0.191,0.798,0.832,0.109
"True",0.219,0.817,0.814,0.143
"False",1.075,0.029,0.083,0.41
"False",0.146,0.567,0.755,0.059
"False",0.232,0.81,0.88,0.161
"False",0.208,0.793,0.832,0.129
"False",0.54,0.071,0.229,0.284
"False",0.191,0.085,0.241,0.033
"False",0.234,0.869,0.855,0.163
"False",0.437,0.063,0.129,0.102
"False",0.205,0.795,0.87,0.125
"False",0.169,0.128,0.288,0.035
"False",0.215,0.087,0.173,0.034
"False",0.182,0.732,0.819,0.098
"False",0.176,0.797,0.876,0.092
"False",0.509,0.066,0.311,0.592
"False",0.178,0.388,0.681,0.083
"False",0.156,0.142,0.347,0.039
"False",0.195,0.809,0.868,0.113
"False",0.34,0.829,0.873,0.348
"False",0.188,0.759,0.823,0.105
"False",0.186,0.783,0.864,0.103
"False",0.146,0.174,0.427,0.044
"False",0.21,0.799,0.842,0.131
"False",0.366,0.845,0.819,0.408
"False",1.028,0.029,0.135,0.559
"True",0.275,0.802,0.838,0.227
"True",0.206,0.807,0.851,0.126
"True",0.227,0.84,0.873,0.155
"False",0.368,0.285,0.637,0.349
"False",0.223,0.083,0.26,0.084
"False",0.188,0.765,0.861,0.106
"False",0.188,0.774,0.823,0.105
"False",0.16,0.787,0.846,0.075
"True",0.229,0.845,0.886,0.157
"False",0.154,0.168,0.345,0.033
"False",0.28,0.844,0.869,0.236
"False",0.185,0.743,0.838,0.102
"True",0.214,0.823,0.876,0.136
"False",0.391,0.166,0.569,0.414
"True",0.243,0.868,0.872,0.176
"False",0.283,0.275,0.578,0.186
"False",0.213,0.843,0.829,0.136
"True",0.214,0.84,0.848,0.136
"False",0.176,0.768,0.828,0.092
"True",0.224,0.86,0.885,0.15
"False",0.991,0.033,0.12,0.522
"True",0.197,0.819,0.86,0.116
"False",0.617,0.089,0.253,0.408
"False",0.181,0.743,0.851,0.096
"False",0.36,0.073,0.35,0.294
"False",0.17,0.779,0.876,0.086
"False",0.24,0.498,0.74,0.165
"True",0.241,0.823,0.882,0.173
"True",0.231,0.818,0.886,0.159
"False",0.296,0.741,0.801,0.262
"True",0.206,0.822,0.836,0.127
"False",0.144,0.638,0.802,0.059
"False",0.227,0.078,0.151,0.029
"False",0.389,0.19,0.545,0.393
"False",0.214,0.838,0.876,0.136
"False",0.237,0.857,0.876,0.169
"True",0.154,0.814,0.866,0.069
"False",0.236,0.86,0.857,0.166
"False",0.279,0.658,0.814,0.233
"False",0.347,0.073,0.168,0.089
